country_name,country_code,year,exports_usd,port_teu,lsc_index,has_exports,has_port_traffic,has_lsc
North Macedonia,MKD,2018,6911000000.0,,,True,False,False
Northern Mariana Islands,MNP,2018,5000000.0,42095.68,16.4925,True,True,True
Norway,NOR,2018,121791000000.0,802364.0,54.85,True,True,True
Oman,OMN,2018,41761000000.0,4210679.0,149.445,True,True,True
Pakistan,PAK,2018,23425000000.0,3249000.0,123.2375,True,True,True
Palau,PLW,2018,4000000.0,20059.46,9.25,True,True,True
Panama,PAN,2018,11480000000.0,6872369.0,185.895,True,True,True
Papua New Guinea,PNG,2018,10524000000.0,170053.0,45.6875,True,True,True
Paraguay,PRY,2018,9042000000.0,38007.0,5.5600000000000005,True,True,True
Peru,PER,2018,48019000000.0,2667974.0,116.055,True,True,True
Philippines,PHL,2018,67488000000.0,8859565.0,171.0525,True,True,True
Poland,POL,2018,263569000000.0,2834296.0,119.655,True,True,True
Portugal,PRT,2018,68361000000.0,3168513.0,178.16,True,True,True
Puerto Rico (US),PRI,2018,,1447616.0,,False,True,False
Qatar,QAT,2018,84905000000.0,1340000.0,86.63749999999999,True,True,True
Romania,ROU,2018,79660000000.0,668016.0,63.3625,True,True,True
Russian Federation,RUS,2018,443914000000.0,4726726.0,201.5725,True,True,True
Rwanda,RWA,2018,1122000000.0,,,True,False,False
Samoa,WSM,2018,46000000.0,37091.0,25.805,True,True,True
San Marino,SMR,2018,,,,False,False,False
Sao Tome and Principe,STP,2018,16000000.0,47989.86,13.9275,True,True,True
Saudi Arabia,SAU,2018,294373000000.0,8683456.0,217.0025,True,True,True
Senegal,SEN,2018,3623000000.0,674000.0,59.74,True,True,True
Serbia,SRB,2018,19227000000.0,,,True,False,False
Seychelles,SYC,2018,569000000.0,106038.2,22.8975,True,True,True
Sierra Leone,SLE,2018,554000000.0,83621.0,24.22,True,True,True
Singapore,SGP,2018,412955000000.0,36599200.0,596.1025,True,True,True
Sint Maarten (Dutch part),SXM,2018,148000000.0,101100.0,41.8975,True,True,True
Slovak Republic,SVK,2018,93425000000.0,,,True,False,False
Slovenia,SVN,2018,44200000000.0,988499.0,69.0325,True,True,True
Solomon Islands,SLB,2018,569000000.0,174614.2,34.1725,True,True,True
"Somalia, Fed. Rep.",SOM,2018,534000000.0,115339.8,26.605,True,True,True
South Africa,ZAF,2018,93970000000.0,4892423.0,118.3675,True,True,True
South Sudan,SSD,2018,,,,False,False,False
Spain,ESP,2018,346754000000.0,17165709.0,375.8575,True,True,True
Sri Lanka,LKA,2018,11890000000.0,7000000.0,217.6225,True,True,True
St. Kitts and Nevis,KNA,2018,54000000.0,13491.5,24.635,True,True,True
St. Lucia,LCA,2018,62000000.0,33657.0,26.93,True,True,True
St. Martin (French part),MAF,2018,148000000.0,,,True,False,False
St. Vincent and the Grenadines,VCT,2018,44000000.0,18107.0,25.1875,True,True,True
Sudan,SDN,2018,3478000000.0,451712.0,25.205,True,True,True
Suriname,SUR,2018,2180000000.0,110000.0,35.5,True,True,True
Sweden,SWE,2018,165968000000.0,1600175.0,121.34,True,True,True
Switzerland,CHE,2018,310749000000.0,119133.0,,True,True,False
Syrian Arab Republic,SYR,2018,2400000000.0,332532.0,32.04,True,True,True
Tajikistan,TJK,2018,1073000000.0,,,True,False,False
Tanzania,TZA,2018,4041000000.0,705231.0,54.785,True,True,True
Thailand,THA,2018,252957000000.0,10371645.0,217.465,True,True,True
Timor-Leste,TLS,2018,45000000.0,47574.0,11.27,True,True,True
Togo,TGO,2018,1080000000.0,1395730.0,85.9375,True,True,True
Tonga,TON,2018,13000000.0,105190.3,27.255,True,True,True
Trinidad and Tobago,TTO,2018,10532000000.0,438703.0,62.7925,True,True,True
Tunisia,TUN,2018,15535000000.0,493366.0,41.754999999999995,True,True,True
Turkiye,TUR,2018,177169000000.0,10801305.0,236.23,True,True,True
Turkmenistan,TKM,2018,9706000000.0,,,True,False,False
Turks and Caicos Islands,TCA,2018,4000000.0,,,True,False,False
Tuvalu,TUV,2018,0.0,6188.291,5.425,True,True,True
Uganda,UGA,2018,3087000000.0,,,True,False,False
Ukraine,UKR,2018,47336000000.0,845152.0,69.0825,True,True,True
United Arab Emirates,ARE,2018,387964000000.0,18696000.0,289.2825,True,True,True
United Kingdom,GBR,2018,486439000000.0,10315140.0,398.24,True,True,True
United States,USA,2018,1663982000000.0,54483231.0,475.3475,True,True,True
Uruguay,URY,2018,7498000000.0,797874.0,88.3525,True,True,True
Uzbekistan,UZB,2018,10921000000.0,,,True,False,False
Vanuatu,VUT,2018,61000000.0,106680.4,22.5375,True,True,True
Viet Nam,VNM,2018,243699000000.0,13394390.0,307.79,True,True,True
Virgin Islands (U.S.),VIR,2018,,,,False,False,False
West Bank and Gaza,PSE,2018,,,,False,False,False
"Yemen, Rep.",YEM,2018,570000000.0,398999.0,15.8775,True,True,True
Zambia,ZMB,2018,9034000000.0,,,True,False,False
Zimbabwe,ZWE,2018,4057000000.0,,,True,False,False
Afghanistan,AFG,2019,864000000.0,,,True,False,False
Albania,ALB,2019,2716000000.0,145762.0,17.155,True,True,True
Algeria,DZA,2019,35312000000.0,1793990.0,69.4525,True,True,True
American Samoa,ASM,2019,353000000.0,76200.0,26.075,True,True,True
Andorra,AND,2019,,,,False,False,False
Angola,AGO,2019,35432000000.0,651273.0,68.66499999999999,True,True,True
Antigua and Barbuda,ATG,2019,38000000.0,27657.0,17.855,True,True,True
Argentina,ARG,2019,65116000000.0,1833964.0,101.47,True,True,True
Armenia,ARM,2019,2640000000.0,,,True,False,False
Aruba,ABW,2019,131000000.0,63870.0,29.9725,True,True,True
Australia,AUS,2019,271005000000.0,8778913.0,145.615,True,True,True
Austria,AUT,2019,178670000000.0,,,True,False,False
Azerbaijan,AZE,2019,19635000000.0,,,True,False,False
"Bahamas, The",BHS,2019,537000000.0,1555798.0,79.865,True,True,True
Bahrain,BHR,2019,18120000000.0,418933.0,34.155,True,True,True
Bangladesh,BGD,2019,39337000000.0,3145919.0,63.125,True,True,True
Barbados,BRB,2019,444000000.0,98435.0,33.3275,True,True,True
Belarus,BLR,2019,32955000000.0,,,True,False,False
Belgium,BEL,2019,446910000000.0,12389876.0,371.4425,True,True,True
Belize,BLZ,2019,425000000.0,20259.0,29.655,True,True,True
Benin,BEN,2019,3052000000.0,510895.6,58.515,True,True,True
Bermuda,BMU,2019,27000000.0,4006.0,7.875,True,True,True
Bhutan,BTN,2019,674000000.0,,,True,False,False
Bolivia,BOL,2019,8757000000.0,,,True,False,False
Bosnia and Herzegovina,BIH,2019,6578000000.0,,,True,False,False
Botswana,BWA,2019,5237000000.0,,,True,False,False
Brazil,BRA,2019,221127000000.0,10704669.0,117.3,True,True,True
British Virgin Islands,VGB,2019,,45955.97,21.49,False,True,True
Brunei Darussalam,BRN,2019,7039000000.0,117901.0,22.4275,True,True,True
Bulgaria,BGR,2019,33340000000.0,261934.0,24.2275,True,True,True
Burkina Faso,BFA,2019,3239000000.0,,,True,False,False
Burundi,BDI,2019,180000000.0,,,True,False,False
Cabo Verde,CPV,2019,62000000.0,91683.0,19.3975,True,True,True
Cambodia,KHM,2019,14825000000.0,639211.0,32.2425,True,True,True
Cameroon,CMR,2019,4084000000.0,370685.0,59.6575,True,True,True
Canada,CAN,2019,448817000000.0,7000133.0,159.64249999999998,True,True,True
Cayman Islands,CYM,2019,50000000.0,,8.79,True,False,True
Central African Republic,CAF,2019,148000000.0,,,True,False,False
Chad,TCD,2019,2588000000.0,,,True,False,False
Channel Islands,CHI,2019,,,,False,False,False
Chile,CHL,2019,68794000000.0,4641633.0,97.7425,True,True,True
China,CHN,2019,2499457000000.0,237570000.0,999.7225,True,True,True
Colombia,COL,2019,39489000000.0,4316862.0,170.3725,True,True,True
Comoros,COM,2019,39000000.0,54358.54,18.8275,True,True,True
"Congo, Dem. Rep.",COD,2019,13382000000.0,42211.0,23.6,True,True,True
"Congo, Rep.",COG,2019,5576000000.0,921000.0,69.03999999999999,True,True,True
Costa Rica,CRI,2019,11864000000.0,1300785.0,86.74000000000001,True,True,True
Cote d'Ivoire,CIV,2019,12718000000.0,994646.0,65.5425,True,True,True
Croatia,HRV,2019,17180000000.0,348435.0,60.2525,True,True,True
Cuba,CUB,2019,2062000000.0,322431.0,29.0325,True,True,True
Curacao,CUW,2019,398000000.0,,32.082499999999996,True,False,True
Cyprus,CYP,2019,3453000000.0,389962.0,55.7775,True,True,True
Czechia,CZE,2019,199128000000.0,,,True,False,False
Denmark,DNK,2019,111076000000.0,880039.0,105.7275,True,True,True
Djibouti,DJI,2019,3996000000.0,917000.0,75.1275,True,True,True
Dominica,DMA,2019,19000000.0,7409.0,24.4475,True,True,True
Dominican Republic,DOM,2019,11193000000.0,1894225.0,131.3525,True,True,True
Ecuador,ECU,2019,22329000000.0,2194042.0,103.4425,True,True,True
"Egypt, Arab Rep.",EGY,2019,29000000000.0,7403472.0,217.8075,True,True,True
El Salvador,SLV,2019,5905000000.0,249472.0,32.8725,True,True,True
Equatorial Guinea,GNQ,2019,5268000000.0,13851.0,35.1875,True,True,True
Eritrea,ERI,2019,530000000.0,27452.8,9.41,True,True,True
Estonia,EST,2019,16101000000.0,241338.0,36.8325,True,True,True
Eswatini,SWZ,2019,2002000000.0,,,True,False,False
Faroe Islands,FRO,2019,,31214.33,15.245,False,True,True
Fiji,FJI,2019,1033000000.0,145782.4,37.51,True,True,True
Finland,FIN,2019,73468000000.0,1628170.0,75.58,True,True,True
France,FRA,2019,570951000000.0,5827493.0,284.245,True,True,True
French Polynesia,PYF,2019,133000000.0,69166.0,39.835,True,True,True
Gabon,GAB,2019,7714000000.0,192998.0,40.8075,True,True,True
"Gambia, The",GMB,2019,133000000.0,71469.72,16.365,True,True,True
Georgia,GEO,2019,3798000000.0,601491.0,22.4625,True,True,True
Germany,DEU,2019,1489412000000.0,15022386.0,354.815,True,True,True
Ghana,GHA,2019,15668000000.0,1079247.0,79.3725,True,True,True
Gibraltar,GIB,2019,,10870.46,5.8675,False,True,True
Greece,GRC,2019,37907000000.0,6151556.0,182.1225,True,True,True
Greenland,GRL,2019,826000000.0,6144.526,5.52,True,True,True
Grenada,GRD,2019,34000000.0,12343.0,23.8925,True,True,True
Guam,GUM,2019,32000000.0,,22.56,True,False,True
Guatemala,GTM,2019,11175000000.0,1529010.0,98.0825,True,True,True
Guinea,GIN,2019,3945000000.0,248659.0,34.1975,True,True,True
Guinea-Bissau,GNB,2019,249000000.0,28699.98,11.28,True,True,True
Guyana,GUY,2019,1567000000.0,58543.0,37.65,True,True,True
Haiti,HTI,2019,1202000000.0,177075.5,41.0025,True,True,True
Honduras,HND,2019,8788000000.0,790707.0,56.8675,True,True,True
"Hong Kong SAR, China",HKG,2019,534887000000.0,18360000.0,444.4,True,True,True
Hungary,HUN,2019,123796000000.0,,,True,False,False
Iceland,ISL,2019,5223000000.0,330292.0,21.2325,True,True,True
India,IND,2019,324340000000.0,17487621.0,245.61,True,True,True
Indonesia,IDN,2019,167683000000.0,12615422.0,224.905,True,True,True
"Iran, Islamic Rep.",IRN,2019,65718000000.0,1503495.0,53.195,True,True,True
Iraq,IRQ,2019,80211000000.0,932728.6,64.025,True,True,True
Ireland,IRL,2019,169625000000.0,1063489.0,55.9025,True,True,True
Isle of Man,IMN,2019,,,,False,False,False
Israel,ISR,2019,58507000000.0,2917000.0,112.8725,True,True,True
Italy,ITA,2019,537718000000.0,10789337.0,283.03,True,True,True
Jamaica,JAM,2019,1651000000.0,1647609.0,98.77,True,True,True
Japan,JPN,2019,705564000000.0,23276482.0,412.3625,True,True,True
Jordan,JOR,2019,8317000000.0,798160.0,68.52250000000001,True,True,True
Kazakhstan,KAZ,2019,57309000000.0,,,True,False,False
Kenya,KEN,2019,5839000000.0,1417000.0,63.8825,True,True,True
Kiribati,KIR,2019,12000000.0,52099.86,7.5825,True,True,True
"Korea, Dem. People's Rep.",PRK,2019,280000000.0,,,True,False,False
"Korea, Rep.",KOR,2019,542233000000.0,28959959.0,562.3199999999999,True,True,True
Kosovo,XKX,2019,,,,False,False,False
Kuwait,KWT,2019,64483000000.0,959575.625,42.145,True,True,True
Kyrgyz Republic,KGZ,2019,1986000000.0,,,True,False,False
Lao PDR,LAO,2019,5806000000.0,,,True,False,False
Latvia,LVA,2019,15705000000.0,449850.0,33.7025,True,True,True
Lebanon,LBN,2019,4829000000.0,1293888.0,96.975,True,True,True
Lesotho,LSO,2019,919000000.0,,,True,False,False
Liberia,LBR,2019,543000000.0,91453.84,21.5225,True,True,True
Libya,LBY,2019,29250000000.0,271230.6,55.7525,True,True,True
Liechtenstein,LIE,2019,,,,False,False,False
Lithuania,LTU,2019,33151000000.0,703000.0,59.905,True,True,True
Luxembourg,LUX,2019,16451000000.0,,,True,False,False
"Macao SAR, China",MAC,2019,1586000000.0,,,True,False,False
Madagascar,MDG,2019,2696000000.0,199712.5,28.4675,True,True,True
Malawi,MWI,2019,899000000.0,,,True,False,False
Malaysia,MYS,2019,238195000000.0,26215322.0,460.55,True,True,True
Maldives,MDV,2019,361000000.0,107728.2,18.35,True,True,True
Mali,MLI,2019,3675000000.0,,,True,False,False
Malta,MLT,2019,3178000000.0,2813023.0,125.9575,True,True,True
Marshall Islands,MHL,2019,55000000.0,30711.22,17.22,True,True,True
Mauritania,MRT,2019,2266000000.0,84457.99,29.8225,True,True,True
Mauritius,MUS,2019,2223000000.0,469011.0,72.375,True,True,True
Mexico,MEX,2019,460604000000.0,7113878.0,171.8125,True,True,True
"Micronesia, Fed. Sts.",FSM,2019,41000000.0,25234.09,12.83,True,True,True
Moldova,MDA,2019,2779000000.0,818.0,3.64,True,True,True
Monaco,MCO,2019,,,,False,False,False
Mongolia,MNG,2019,7620000000.0,,,True,False,False
Montenegro,MNE,2019,465000000.0,15744.0,12.45,True,True,True
Morocco,MAR,2019,29132000000.0,6068803.0,203.3675,True,True,True
Mozambique,MOZ,2019,4787000000.0,411938.0,39.925,True,True,True
Myanmar,MMR,2019,17997000000.0,1128353.0,37.23,True,True,True
Namibia,NAM,2019,4743000000.0,142957.0,44.06,True,True,True
Nauru,NRU,2019,14000000.0,5327.06,4.66,True,True,True
Nepal,NPL,2019,968000000.0,,,True,False,False
Netherlands,NLD,2019,708596000000.0,15198050.0,414.5675,True,True,True
New Caledonia,NCL,2019,1700000000.0,111875.0,37.835,True,True,True
New Zealand,NZL,2019,39517000000.0,3430977.0,92.9,True,True,True
Nicaragua,NIC,2019,5272000000.0,175370.0,21.35,True,True,True
Niger,NER,2019,1126000000.0,,,True,False,False
Nigeria,NGA,2019,62531000000.0,1627142.0,77.7575,True,True,True
North Macedonia,MKD,2019,7189000000.0,,,True,False,False
Northern Mariana Islands,MNP,2019,5000000.0,44951.82,16.485,True,True,True
Norway,NOR,2019,102799000000.0,837457.0,66.1925,True,True,True
Oman,OMN,2019,38724000000.0,4890471.0,149.54500000000002,True,True,True
Pakistan,PAK,2019,23329000000.0,3150000.0,112.015,True,True,True
Palau,PLW,2019,4000000.0,16399.0,8.45,True,True,True
Panama,PAN,2019,11318000000.0,7346859.0,187.535,True,True,True
Papua New Guinea,PNG,2019,10946000000.0,,44.265,True,False,True
Paraguay,PRY,2019,7968000000.0,37795.5,7.1925,True,True,True
Peru,PER,2019,46444000000.0,2677239.0,120.8425,True,True,True
Philippines,PHL,2019,70334000000.0,9333428.0,173.78,True,True,True
Poland,POL,2019,266595000000.0,3046483.0,126.7675,True,True,True
Portugal,PRT,2019,67063000000.0,2907005.0,161.34,True,True,True
Puerto Rico (US),PRI,2019,,1451950.0,,False,True,False
Qatar,QAT,2019,72935000000.0,1340000.0,89.1325,True,True,True
Romania,ROU,2019,76871000000.0,666036.0,60.42,True,True,True
Russian Federation,RUS,2019,419721000000.0,4967133.0,192.77,True,True,True
Rwanda,RWA,2019,1241000000.0,,,True,False,False
Samoa,WSM,2019,49000000.0,42102.0,29.3375,True,True,True
San Marino,SMR,2019,,,,False,False,False
Sao Tome and Principe,STP,2019,13000000.0,49552.86,16.1525,True,True,True
Saudi Arabia,SAU,2019,261603000000.0,8905621.0,211.4675,True,True,True
Senegal,SEN,2019,4179000000.0,695698.0,50.075,True,True,True
Serbia,SRB,2019,19630000000.0,,,True,False,False
Seychelles,SYC,2019,518000000.0,154423.4,26.42,True,True,True
Sierra Leone,SLE,2019,635000000.0,78413.0,17.335,True,True,True
Singapore,SGP,2019,390763000000.0,37195000.0,570.765,True,True,True
Sint Maarten (Dutch part),SXM,2019,181000000.0,105200.0,41.0575,True,True,True
Slovak Republic,SVK,2019,89509000000.0,,,True,False,False
Slovenia,SVN,2019,44943000000.0,959000.0,71.1125,True,True,True
Solomon Islands,SLB,2019,461000000.0,128035.7,33.5375,True,True,True
"Somalia, Fed. Rep.",SOM,2019,570000000.0,92238.0,27.7025,True,True,True
South Africa,ZAF,2019,90016000000.0,4529034.0,115.12,True,True,True
South Sudan,SSD,2019,1613000000.0,,,True,False,False
Spain,ESP,2019,334018000000.0,17464920.0,366.5375,True,True,True
Sri Lanka,LKA,2019,11940000000.0,7230000.0,213.425,True,True,True
St. Kitts and Nevis,KNA,2019,58000000.0,13629.25,25.244999999999997,True,True,True
St. Lucia,LCA,2019,82000000.0,39238.0,24.125,True,True,True
St. Martin (French part),MAF,2019,181000000.0,,,True,False,False
St. Vincent and the Grenadines,VCT,2019,39000000.0,18222.0,25.4025,True,True,True
Sudan,SDN,2019,3735000000.0,422597.0,22.975,True,True,True
Suriname,SUR,2019,2155000000.0,109200.0,36.6475,True,True,True
Sweden,SWE,2019,160576000000.0,1623363.0,117.6625,True,True,True
Switzerland,CHE,2019,313934000000.0,121366.0,,True,True,False
Syrian Arab Republic,SYR,2019,2609000000.0,325097.0,31.9625,True,True,True
Tajikistan,TJK,2019,1174000000.0,,,True,False,False
Tanzania,TZA,2019,5005000000.0,726431.0,54.665,True,True,True
Thailand,THA,2019,246269000000.0,10130294.0,221.71,True,True,True
Timor-Leste,TLS,2019,154000000.0,53289.0,11.27,True,True,True
Togo,TGO,2019,1055000000.0,1500611.0,82.1075,True,True,True
Tonga,TON,2019,20000000.0,76853.95,24.6725,True,True,True
Trinidad and Tobago,TTO,2019,7192000000.0,446232.0,63.415,True,True,True
Tunisia,TUN,2019,14933000000.0,474222.0,37.3,True,True,True
Turkiye,TUR,2019,180833000000.0,11591414.0,229.855,True,True,True
Turkmenistan,TKM,2019,10622000000.0,,,True,False,False
Turks and Caicos Islands,TCA,2019,3000000.0,,4.13,True,False,True
Tuvalu,TUV,2019,0.0,5150.0,5.05,True,True,True
Uganda,UGA,2019,3564000000.0,,,True,False,False
Ukraine,UKR,2019,50054000000.0,1007273.0,65.91499999999999,True,True,True
United Arab Emirates,ARE,2019,389428000000.0,18802000.0,278.5075,True,True,True
United Kingdom,GBR,2019,460026000000.0,10508000.0,398.63,True,True,True
United States,USA,2019,1643161000000.0,55711323.0,480.9125,True,True,True
Uruguay,URY,2019,7680000000.0,749562.0,84.095,True,True,True
Uzbekistan,UZB,2019,14930000000.0,,,True,False,False
Vanuatu,VUT,2019,56000000.0,77435.86,22.4775,True,True,True
Viet Nam,VNM,2019,264268000000.0,15297028.0,314.1375,True,True,True
Virgin Islands (U.S.),VIR,2019,,,,False,False,False
West Bank and Gaza,PSE,2019,,,,False,False,False
"Yemen, Rep.",YEM,2019,652000000.0,464923.0,17.575,True,True,True
Zambia,ZMB,2019,7039000000.0,,,True,False,False
Zimbabwe,ZWE,2019,4269000000.0,,,True,False,False
