country_name,country_code,year,exports_usd,port_teu,lsc_index,has_exports,has_port_traffic,has_lsc,complete_case,exports_log,port_teu_log,exports_tier,port_tier,lsc_tier
"Yemen, Rep.",YEM,2018,570000000.0,398999.0,15.8775,True,True,True,True,8.755874855672491,5.600971807228036,Low,Medium,Low
Zambia,ZMB,2018,9034000000.0,,,True,False,False,False,9.955880086225376,,Medium,,
Zimbabwe,ZWE,2018,4057000000.0,,,True,False,False,False,9.608205007704326,,Medium,,
Afghanistan,AFG,2019,864000000.0,,,True,False,False,False,8.936513742478894,,Low,,
Albania,ALB,2019,2716000000.0,145762.0,17.155,True,True,True,True,9.433929765608465,5.163644318623193,Medium,Low,Low
Algeria,DZA,2019,35312000000.0,1793990.0,69.4525,True,True,True,True,10.54792231581758,6.2538200178848165,High,High,Medium
American Samoa,ASM,2019,353000000.0,76200.0,26.075,True,True,True,True,8.547774705387823,4.8819549713396,Low,Low,Low
Andorra,AND,2019,,,,False,False,False,False,,,,,
Angola,AGO,2019,35432000000.0,651273.0,68.66499999999999,True,True,True,True,10.549395667276702,5.8137630738840915,High,Medium,Medium
Antigua and Barbuda,ATG,2019,38000000.0,27657.0,17.855,True,True,True,True,7.57978359661681,4.441805069695703,Low,Low,Low
Argentina,ARG,2019,65116000000.0,1833964.0,101.47,True,True,True,True,10.813687714496579,6.263390806385912,High,High,High
Armenia,ARM,2019,2640000000.0,,,True,False,False,False,9.421603926869832,,Medium,,
Aruba,ABW,2019,131000000.0,63870.0,29.9725,True,True,True,True,8.117271295655764,4.805296916157985,Low,Low,Low
Australia,AUS,2019,271005000000.0,8778913.0,145.615,True,True,True,True,11.432977303613807,6.943440745139947,High,High,High
Austria,AUT,2019,178670000000.0,,,True,False,False,False,11.252051637406517,,High,,
Azerbaijan,AZE,2019,19635000000.0,,,True,False,False,False,10.293030905606438,,Medium,,
"Bahamas, The",BHS,2019,537000000.0,1555798.0,79.865,True,True,True,True,8.729974285699555,6.191953208861748,Low,High,Medium
Bahrain,BHR,2019,18120000000.0,418933.0,34.155,True,True,True,True,10.258158193340794,5.622144571756355,Medium,Medium,Medium
Bangladesh,BGD,2019,39337000000.0,3145919.0,63.125,True,True,True,True,10.594801235778386,6.49774753637185,High,High,Medium
Barbados,BRB,2019,444000000.0,98435.0,33.3275,True,True,True,True,8.64738297011462,4.993149545628505,Low,Low,Medium
Belarus,BLR,2019,32955000000.0,,,True,False,False,False,10.517921315976192,,High,,
Belgium,BEL,2019,446910000000.0,12389876.0,371.4425,True,True,True,True,11.65022007248589,7.093066959904293,High,High,High
Belize,BLZ,2019,425000000.0,20259.0,29.655,True,True,True,True,8.628388930050312,4.306618004439845,Low,Low,Low
Benin,BEN,2019,3052000000.0,510895.6,58.515,True,True,True,True,9.484584529282843,5.708332162412252,Medium,Medium,Medium
Bermuda,BMU,2019,27000000.0,4006.0,7.875,True,True,True,True,7.431363764158987,3.6027109449575576,Low,Low,Low
Bhutan,BTN,2019,674000000.0,,,True,False,False,False,8.82865989653532,,Low,,
Bolivia,BOL,2019,8757000000.0,,,True,False,False,False,9.942355349707677,,Medium,,
Bosnia and Herzegovina,BIH,2019,6578000000.0,,,True,False,False,False,9.818093869146637,,Medium,,
Botswana,BWA,2019,5237000000.0,,,True,False,False,False,9.719082573901487,,Medium,,
Brazil,BRA,2019,221127000000.0,10704669.0,117.3,True,True,True,True,11.344641773945076,7.029573242980671,High,High,High
British Virgin Islands,VGB,2019,,45955.97,21.49,False,True,True,False,,4.662341937259503,,Low,Low
Brunei Darussalam,BRN,2019,7039000000.0,117901.0,22.4275,True,True,True,True,9.847510965203249,5.07151748866286,Medium,Low,Low
Bulgaria,BGR,2019,33340000000.0,261934.0,24.2275,True,True,True,True,10.522965595491987,5.418191875110997,High,Medium,Low
Burkina Faso,BFA,2019,3239000000.0,,,True,False,False,False,9.510410948010177,,Medium,,
Burundi,BDI,2019,180000000.0,,,True,False,False,False,8.255272505103306,,Low,,
Cabo Verde,CPV,2019,62000000.0,91683.0,19.3975,True,True,True,True,7.7923916894982534,4.962288815597675,Low,Low,Low
Cambodia,KHM,2019,14825000000.0,639211.0,32.2425,True,True,True,True,10.1709947020363,5.805644240020259,Medium,Medium,Medium
Cameroon,CMR,2019,4084000000.0,370685.0,59.6575,True,True,True,True,9.611085733414873,5.569005012387719,Medium,Medium,Medium
Canada,CAN,2019,448817000000.0,7000133.0,159.64249999999998,True,True,True,True,11.652069298485106,6.845106291531024,High,High,High
Cayman Islands,CYM,2019,50000000.0,,8.79,True,False,True,False,7.698970004336019,,Low,,Low
Central African Republic,CAF,2019,148000000.0,,,True,False,False,False,8.170261715394957,,Low,,
Chad,TCD,2019,2588000000.0,,,True,False,False,False,9.412964271996662,,Medium,,
Channel Islands,CHI,2019,,,,False,False,False,False,,,,,
Chile,CHL,2019,68794000000.0,4641633.0,97.7425,True,True,True,True,10.83755056206514,6.666670799115207,High,High,High
China,CHN,2019,2499457000000.0,237570000.0,999.7225,True,True,True,True,12.397845669664981,8.375791597685192,High,High,High
Colombia,COL,2019,39489000000.0,4316862.0,170.3725,True,True,True,True,10.596476136016088,6.63516816549749,High,High,High
Comoros,COM,2019,39000000.0,54358.54,18.8275,True,True,True,True,7.5910646070264995,4.73526778362965,Low,Low,Low
"Congo, Dem. Rep.",COD,2019,13382000000.0,42211.0,23.6,True,True,True,True,10.126521025543411,4.625425640932838,Medium,Low,Low
"Congo, Rep.",COG,2019,5576000000.0,921000.0,69.03999999999999,True,True,True,True,9.746322765089953,5.964259630196849,Medium,Medium,Medium
Costa Rica,CRI,2019,11864000000.0,1300785.0,86.74000000000001,True,True,True,True,10.074231138020325,6.114205520212794,Medium,Medium,High
Cote d'Ivoire,CIV,2019,12718000000.0,994646.0,65.5425,True,True,True,True,10.104418820647595,5.997668540442359,Medium,Medium,Medium
Croatia,HRV,2019,17180000000.0,348435.0,60.2525,True,True,True,True,10.235023159495224,5.542121773038875,Medium,Medium,Medium
Cuba,CUB,2019,2062000000.0,322431.0,29.0325,True,True,True,True,9.314288660947497,5.5084367902103315,Medium,Medium,Low
Curacao,CUW,2019,398000000.0,,32.082499999999996,True,False,True,False,8.599883072073688,,Low,,Medium
Cyprus,CYP,2019,3453000000.0,389962.0,55.7775,True,True,True,True,9.538196578349455,5.591022289092227,Medium,Medium,Medium
Czechia,CZE,2019,199128000000.0,,,True,False,False,False,11.299132331802943,,High,,
Denmark,DNK,2019,111076000000.0,880039.0,105.7275,True,True,True,True,11.04562023181637,5.944501918865494,High,Medium,High
Djibouti,DJI,2019,3996000000.0,917000.0,75.1275,True,True,True,True,9.601625479553945,5.962369335670021,Medium,Medium,Medium
Dominica,DMA,2019,19000000.0,7409.0,24.4475,True,True,True,True,7.278753600952829,3.86975959478241,Low,Low,Low
Dominican Republic,DOM,2019,11193000000.0,1894225.0,131.3525,True,True,True,True,10.048946503760492,6.277431564136488,Medium,High,High
Ecuador,ECU,2019,22329000000.0,2194042.0,103.4425,True,True,True,True,10.348869273711534,6.3412449369094555,High,High,High
"Egypt, Arab Rep.",EGY,2019,29000000000.0,7403472.0,217.8075,True,True,True,True,10.462397997898956,6.8694354382192895,High,High,High
El Salvador,SLV,2019,5905000000.0,249472.0,32.8725,True,True,True,True,9.771219901949534,5.39702180876549,Medium,Medium,Medium
Equatorial Guinea,GNQ,2019,5268000000.0,13851.0,35.1875,True,True,True,True,9.721645766289747,4.141481129270804,Medium,Low,Medium
Eritrea,ERI,2019,530000000.0,27452.8,9.41,True,True,True,True,8.724275869600788,4.438586646146186,Low,Low,Low
Estonia,EST,2019,16101000000.0,241338.0,36.8325,True,True,True,True,10.206852850006698,5.382625709355884,Medium,Medium,Medium
Eswatini,SWZ,2019,2002000000.0,,,True,False,False,False,9.3014640731433,,Medium,,
Faroe Islands,FRO,2019,,31214.33,15.245,False,True,True,False,,4.494354017453254,,Low,Low
Fiji,FJI,2019,1033000000.0,145782.4,37.51,True,True,True,True,9.01410032151962,5.163705095694852,Low,Low,Medium
Finland,FIN,2019,73468000000.0,1628170.0,75.58,True,True,True,True,10.866098217321083,6.211699748346443,High,High,Medium
France,FRA,2019,570951000000.0,5827493.0,284.245,True,True,True,True,11.756598837943312,6.765481760517248,High,High,High
French Polynesia,PYF,2019,133000000.0,69166.0,39.835,True,True,True,True,8.123851640967086,4.839892660337366,Low,Low,Medium
Gabon,GAB,2019,7714000000.0,192998.0,40.8075,True,True,True,True,9.887279634530023,5.285552808523502,Medium,Medium,Medium
"Gambia, The",GMB,2019,133000000.0,71469.72,16.365,True,True,True,True,8.123851640967086,4.8541220806503045,Low,Low,Low
Georgia,GEO,2019,3798000000.0,601491.0,22.4625,True,True,True,True,9.579554960401,5.779229133455449,Medium,Medium,Low
Germany,DEU,2019,1489412000000.0,15022386.0,354.815,True,True,True,True,12.173014848575962,7.176738916978251,High,High,High
Ghana,GHA,2019,15668000000.0,1079247.0,79.3725,True,True,True,True,10.195013562875829,6.033120850114725,Medium,Medium,Medium
Gibraltar,GIB,2019,,10870.46,5.8675,False,True,True,False,,4.036247922304759,,Low,Low
Greece,GRC,2019,37907000000.0,6151556.0,182.1225,True,True,True,True,10.578719415262622,6.788984981912261,High,High,High
Greenland,GRL,2019,826000000.0,6144.526,5.52,True,True,True,True,8.916980047320383,3.788488386242122,Low,Low,Low
Grenada,GRD,2019,34000000.0,12343.0,23.8925,True,True,True,True,7.531478917042255,4.091420728992051,Low,Low,Low
Guam,GUM,2019,32000000.0,,22.56,True,False,True,False,7.505149978319906,,Low,,Low
Guatemala,GTM,2019,11175000000.0,1529010.0,98.0825,True,True,True,True,10.048247531803973,6.1844103257855165,Medium,High,High
Guinea,GIN,2019,3945000000.0,248659.0,34.1975,True,True,True,True,9.596047007545438,5.39560418277034,Medium,Medium,Medium
Guinea-Bissau,GNB,2019,249000000.0,28699.98,11.28,True,True,True,True,8.396199347095736,4.457881594089649,Low,Low,Low
Guyana,GUY,2019,1567000000.0,58543.0,37.65,True,True,True,True,9.19506899646859,4.767474973821422,Low,Low,Medium
Haiti,HTI,2019,1202000000.0,177075.5,41.0025,True,True,True,True,9.07990446766672,5.248158476769647,Low,Medium,Medium
Honduras,HND,2019,8788000000.0,790707.0,56.8675,True,True,True,True,9.943890048248473,5.898015583552676,Medium,Medium,Medium
"Hong Kong SAR, China",HKG,2019,534887000000.0,18360000.0,444.4,True,True,True,True,11.728262042843843,7.2638726768652235,High,High,High
Hungary,HUN,2019,123796000000.0,,,True,False,False,False,11.092706612325516,,High,,
Iceland,ISL,2019,5223000000.0,330292.0,21.2325,True,True,True,True,9.717920025836994,5.5188980547754865,Medium,Medium,Low
India,IND,2019,324340000000.0,17487621.0,245.61,True,True,True,True,11.511000512373325,7.242730732472036,High,High,High
Indonesia,IDN,2019,167683000000.0,12615422.0,224.905,True,True,True,True,11.224489035292843,7.100901782733577,High,High,High
"Iran, Islamic Rep.",IRN,2019,65718000000.0,1503495.0,53.195,True,True,True,True,10.817684338053034,6.177101988155845,High,High,Medium
Iraq,IRQ,2019,80211000000.0,932728.6,64.025,True,True,True,True,10.904233930774373,5.969755293619027,High,Medium,Medium
Ireland,IRL,2019,169625000000.0,1063489.0,55.9025,True,True,True,True,11.229489860667794,6.026733002218054,High,Medium,Medium
Isle of Man,IMN,2019,,,,False,False,False,False,,,,,
Israel,ISR,2019,58507000000.0,2917000.0,112.8725,True,True,True,True,10.767207829834382,6.464936429121733,High,High,High
Italy,ITA,2019,537718000000.0,10789337.0,283.03,True,True,True,True,11.730554574639351,7.032994758298469,High,High,High
Jamaica,JAM,2019,1651000000.0,1647609.0,98.77,True,True,True,True,9.217747073262794,6.216854155607554,Low,High,High
Japan,JPN,2019,705564000000.0,23276482.0,412.3625,True,True,True,True,11.848536413676761,7.366917341809434,High,High,High
Jordan,JOR,2019,8317000000.0,798160.0,68.52250000000001,True,True,True,True,9.919966701483387,5.902089959210264,Medium,Medium,Medium
Kazakhstan,KAZ,2019,57309000000.0,,,True,False,False,False,10.758222830403815,,High,,
Kenya,KEN,2019,5839000000.0,1417000.0,63.8825,True,True,True,True,9.766338475251287,6.151369850247461,Medium,Medium,Medium
Kiribati,KIR,2019,12000000.0,52099.86,7.5825,True,True,True,True,7.079181246047625,4.7168365562878325,Low,Low,Low
"Korea, Dem. People's Rep.",PRK,2019,280000000.0,,,True,False,False,False,8.44715803134222,,Low,,
"Korea, Rep.",KOR,2019,542233000000.0,28959959.0,562.3199999999999,True,True,True,True,11.734185944970369,7.461797942674061,High,High,High
Kosovo,XKX,2019,,,,False,False,False,False,,,,,
Kuwait,KWT,2019,64483000000.0,959575.625,42.145,True,True,True,True,10.809445234335769,5.982079207550851,High,Medium,Medium
Kyrgyz Republic,KGZ,2019,1986000000.0,,,True,False,False,False,9.297979244159363,,Medium,,
Lao PDR,LAO,2019,5806000000.0,,,True,False,False,False,9.763877031495655,,Medium,,
Latvia,LVA,2019,15705000000.0,449850.0,33.7025,True,True,True,True,10.196037940734524,5.653067724815209,Medium,Medium,Medium
Lebanon,LBN,2019,4829000000.0,1293888.0,96.975,True,True,True,True,9.683857205400347,6.111896685075252,Medium,Medium,High
Lesotho,LSO,2019,919000000.0,,,True,False,False,False,8.963315511386112,,Low,,
Liberia,LBR,2019,543000000.0,91453.84,21.5225,True,True,True,True,8.734799829588846,4.961201945523733,Low,Low,Low
Libya,LBY,2019,29250000000.0,271230.6,55.7525,True,True,True,True,10.4661258704182,5.433338684684215,High,Medium,Medium
Liechtenstein,LIE,2019,,,,False,False,False,False,,,,,
Lithuania,LTU,2019,33151000000.0,703000.0,59.905,True,True,True,True,10.520496633432545,5.846955325019824,High,Medium,Medium
Luxembourg,LUX,2019,16451000000.0,,,True,False,False,False,10.216192302363925,,Medium,,
"Macao SAR, China",MAC,2019,1586000000.0,,,True,False,False,False,9.200303182981585,,Low,,
Madagascar,MDG,2019,2696000000.0,199712.5,28.4675,True,True,True,True,9.430719887863281,5.300405248201347,Medium,Medium,Low
Malawi,MWI,2019,899000000.0,,,True,False,False,False,8.953759691733229,,Low,,
Malaysia,MYS,2019,238195000000.0,26215322.0,460.55,True,True,True,True,11.376932640878076,7.4185551964752365,High,High,High
Maldives,MDV,2019,361000000.0,107728.2,18.35,True,True,True,True,8.557507201905658,5.032329403402793,Low,Low,Low
Mali,MLI,2019,3675000000.0,,,True,False,False,False,9.565257343420214,,Medium,,
Malta,MLT,2019,3178000000.0,2813023.0,125.9575,True,True,True,True,9.50215389287136,6.44917328308317,Medium,High,High
Marshall Islands,MHL,2019,55000000.0,30711.22,17.22,True,True,True,True,7.740362689494244,4.487297069088587,Low,Low,Low
Mauritania,MRT,2019,2266000000.0,84457.99,29.8225,True,True,True,True,9.355259905527378,4.926640741518253,Medium,Low,Low
Mauritius,MUS,2019,2223000000.0,469011.0,72.375,True,True,True,True,9.346939462698991,5.671183028606936,Medium,Medium,Medium
Mexico,MEX,2019,460604000000.0,7113878.0,171.8125,True,True,True,True,11.663327705166173,6.852106412946878,High,High,High
"Micronesia, Fed. Sts.",FSM,2019,41000000.0,25234.09,12.83,True,True,True,True,7.6127838567197355,4.401987647682564,Low,Low,Low
Moldova,MDA,2019,2779000000.0,818.0,3.64,True,True,True,True,9.443888546777371,2.912753303671323,Medium,Low,Low
Monaco,MCO,2019,,,,False,False,False,False,,,,,
Mongolia,MNG,2019,7620000000.0,,,True,False,False,False,9.881954971339601,,Medium,,
Montenegro,MNE,2019,465000000.0,15744.0,12.45,True,True,True,True,8.667452952889954,4.197115081087266,Low,Low,Low
Morocco,MAR,2019,29132000000.0,6068803.0,203.3675,True,True,True,True,10.464370301282234,6.783103040044176,High,High,High
Mozambique,MOZ,2019,4787000000.0,411938.0,39.925,True,True,True,True,9.680063427481949,5.614831856120304,Medium,Medium,Medium
Myanmar,MMR,2019,17997000000.0,1128353.0,37.23,True,True,True,True,10.255200116657118,6.052444987917787,Medium,Medium,Medium
Namibia,NAM,2019,4743000000.0,142957.0,44.06,True,True,True,True,9.67605312465187,5.15520542577965,Medium,Low,Medium
Nauru,NRU,2019,14000000.0,5327.06,4.66,True,True,True,True,7.146128035678238,3.726487588379004,Low,Low,Low
Nepal,NPL,2019,968000000.0,,,True,False,False,False,8.985875357308394,,Low,,
Netherlands,NLD,2019,708596000000.0,15198050.0,414.5675,True,True,True,True,11.850398696426694,7.181787868960109,High,High,High
New Caledonia,NCL,2019,1700000000.0,111875.0,37.835,True,True,True,True,9.230448921378274,5.048733048323968,Low,Low,Medium
New Zealand,NZL,2019,39517000000.0,3430977.0,92.9,True,True,True,True,10.596783966965697,6.535417806716458,High,High,High
Nicaragua,NIC,2019,5272000000.0,175370.0,21.35,True,True,True,True,9.721975401585954,5.243955301978741,Medium,Medium,Low
Niger,NER,2019,1126000000.0,,,True,False,False,False,9.051538390515327,,Low,,
Nigeria,NGA,2019,62531000000.0,1627142.0,77.7575,True,True,True,True,10.796095374003063,6.211425455288059,High,High,Medium
North Macedonia,MKD,2019,7189000000.0,,,True,False,False,False,9.856668483611536,,Medium,,
Northern Mariana Islands,MNP,2019,5000000.0,44951.82,16.485,True,True,True,True,6.698970004336019,4.652747280050465,Low,Low,Low
Norway,NOR,2019,102799000000.0,837457.0,66.1925,True,True,True,True,11.011988889984215,5.922962517031692,High,Medium,Medium
Oman,OMN,2019,38724000000.0,4890471.0,149.54500000000002,True,True,True,True,10.58798021145153,6.689350687927393,High,High,High
Pakistan,PAK,2019,23329000000.0,3150000.0,112.015,True,True,True,True,10.367896123114807,6.498310553789601,High,High,High
Palau,PLW,2019,4000000.0,16399.0,8.45,True,True,True,True,6.6020599913279625,4.214817365869458,Low,Low,Low
Panama,PAN,2019,11318000000.0,7346859.0,187.535,True,True,True,True,10.05376968959931,6.866101704998922,Medium,High,High
Papua New Guinea,PNG,2019,10946000000.0,,44.265,True,False,True,False,10.039255443806486,,Medium,,Medium
Paraguay,PRY,2019,7968000000.0,37795.5,7.1925,True,True,True,True,9.901349325415643,4.5774400950354615,Medium,Low,Low
Peru,PER,2019,46444000000.0,2677239.0,120.8425,True,True,True,True,10.666929616387769,6.427687142852241,High,High,High
Philippines,PHL,2019,70334000000.0,9333428.0,173.78,True,True,True,True,10.847165317093895,6.9700411815871055,High,High,High
Poland,POL,2019,266595000000.0,3046483.0,126.7675,True,True,True,True,11.42585199994366,6.483798759014963,High,High,High
Portugal,PRT,2019,67063000000.0,2907005.0,161.34,True,True,True,True,10.826482977281046,6.463445778750319,High,High,High
Puerto Rico (US),PRI,2019,,1451950.0,,False,True,False,False,,6.161951661062436,,Medium,
Qatar,QAT,2019,72935000000.0,1340000.0,89.1325,True,True,True,True,10.862935987290902,6.127104798364807,High,Medium,High
Romania,ROU,2019,76871000000.0,666036.0,60.42,True,True,True,True,10.885762530759095,5.8234977039132545,High,Medium,Medium
Russian Federation,RUS,2019,419721000000.0,4967133.0,192.77,True,True,True,True,11.622960698913563,6.69610578882405,High,High,High
Rwanda,RWA,2019,1241000000.0,,,True,False,False,False,9.09377178149873,,Low,,
Samoa,WSM,2019,49000000.0,42102.0,29.3375,True,True,True,True,7.690196080028514,4.624302726912459,Low,Low,Low
San Marino,SMR,2019,,,,False,False,False,False,,,,,
Sao Tome and Principe,STP,2019,13000000.0,49552.86,16.1525,True,True,True,True,7.113943352306837,4.695068725347499,Low,Low,Low
Saudi Arabia,SAU,2019,261603000000.0,8905621.0,211.4675,True,True,True,True,11.417642720064979,6.949664208748156,High,High,High
Senegal,SEN,2019,4179000000.0,695698.0,50.075,True,True,True,True,9.621072371143626,5.842420754845055,Medium,Medium,Medium
Serbia,SRB,2019,19630000000.0,,,True,False,False,False,10.292920299600006,,Medium,,
Seychelles,SYC,2019,518000000.0,154423.4,26.42,True,True,True,True,8.714329759745233,5.188713110254052,Low,Low,Low
Sierra Leone,SLE,2019,635000000.0,78413.0,17.335,True,True,True,True,8.802773725291976,4.894388069830245,Low,Low,Low
Singapore,SGP,2019,390763000000.0,37195000.0,570.765,True,True,True,True,11.591913435147655,7.570484563044401,High,High,High
Sint Maarten (Dutch part),SXM,2019,181000000.0,105200.0,41.0575,True,True,True,True,8.257678574869184,5.0220157398177205,Low,Low,Medium
Slovak Republic,SVK,2019,89509000000.0,,,True,False,False,False,10.951866705191062,,High,,
Slovenia,SVN,2019,44943000000.0,959000.0,71.1125,True,True,True,True,10.65266205873643,5.981818607170664,High,Medium,Medium
Solomon Islands,SLB,2019,461000000.0,128035.7,33.5375,True,True,True,True,8.663700925389648,5.107331080204751,Low,Low,Medium
"Somalia, Fed. Rep.",SOM,2019,570000000.0,92238.0,27.7025,True,True,True,True,8.755874855672491,4.964909877565257,Low,Low,Low
South Africa,ZAF,2019,90016000000.0,4529034.0,115.12,True,True,True,True,10.954319710485107,6.656005580995821,High,High,High
South Sudan,SSD,2019,1613000000.0,,,True,False,False,False,9.20763436738896,,Low,,
Spain,ESP,2019,334018000000.0,17464920.0,366.5375,True,True,True,True,11.52376987127275,7.242166600644257,High,High,High
Sri Lanka,LKA,2019,11940000000.0,7230000.0,213.425,True,True,True,True,10.07700432679335,6.859138297294531,Medium,High,High
St. Kitts and Nevis,KNA,2019,58000000.0,13629.25,25.244999999999997,True,True,True,True,7.763427993562937,4.1344719578285645,Low,Low,Low
St. Lucia,LCA,2019,82000000.0,39238.0,24.125,True,True,True,True,7.913813852383717,4.593706862849097,Low,Low,Low
St. Martin (French part),MAF,2019,181000000.0,,,True,False,False,False,8.257678574869184,,Low,,
St. Vincent and the Grenadines,VCT,2019,39000000.0,18222.0,25.4025,True,True,True,True,7.5910646070264995,4.260596042301909,Low,Low,Low
Sudan,SDN,2019,3735000000.0,422597.0,22.975,True,True,True,True,9.572290606151418,5.625926409687259,Medium,Medium,Low
Suriname,SUR,2019,2155000000.0,109200.0,36.6475,True,True,True,True,9.33344727449675,5.038222638368718,Medium,Low,Medium
Sweden,SWE,2019,160576000000.0,1623363.0,117.6625,True,True,True,True,11.205680635298497,6.21041564322099,High,High,High
Switzerland,CHE,2019,313934000000.0,121366.0,,True,True,False,False,11.496838353650835,5.08409703862969,High,Low,
Syrian Arab Republic,SYR,2019,2609000000.0,325097.0,31.9625,True,True,True,True,9.41647407910022,5.5120129618386144,Medium,Medium,Low
Tajikistan,TJK,2019,1174000000.0,,,True,False,False,False,9.069668096911595,,Low,,
Tanzania,TZA,2019,5005000000.0,726431.0,54.665,True,True,True,True,9.699404081815338,5.861194369160701,Medium,Medium,Medium
Thailand,THA,2019,246269000000.0,10130294.0,221.71,True,True,True,True,11.391409746892846,7.005622049577938,High,High,High
Timor-Leste,TLS,2019,154000000.0,53289.0,11.27,True,True,True,True,8.187520720836464,4.7266375705213255,Low,Low,Low
Togo,TGO,2019,1055000000.0,1500611.0,82.1075,True,True,True,True,9.023252459633712,6.176268125655257,Low,High,Medium
Tonga,TON,2019,20000000.0,76853.95,24.6725,True,True,True,True,7.301029995663981,4.885666193489877,Low,Low,Low
Trinidad and Tobago,TTO,2019,7192000000.0,446232.0,63.415,True,True,True,True,9.856849678725172,5.649560711006326,Medium,Medium,Medium
Tunisia,TUN,2019,14933000000.0,474222.0,37.3,True,True,True,True,10.17414706509703,5.675981697801118,Medium,Medium,Medium
Turkiye,TUR,2019,180833000000.0,11591414.0,229.855,True,True,True,True,11.257277687257343,7.06413641740797,High,High,High
Turkmenistan,TKM,2019,10622000000.0,,,True,False,False,False,10.02620629708312,,Medium,,
Turks and Caicos Islands,TCA,2019,3000000.0,,4.13,True,False,True,False,6.477121254719663,,Low,,Low
Tuvalu,TUV,2019,0.0,5150.0,5.05,True,True,True,True,,3.711807229041191,Low,Low,Low
Uganda,UGA,2019,3564000000.0,,,True,False,False,False,9.551937695364837,,Medium,,
Ukraine,UKR,2019,50054000000.0,1007273.0,65.91499999999999,True,True,True,True,10.699438789278148,6.0031471928229285,High,Medium,Medium
United Arab Emirates,ARE,2019,389428000000.0,18802000.0,278.5075,True,True,True,True,11.5904271742213,7.274204048346953,High,High,High
United Kingdom,GBR,2019,460026000000.0,10508000.0,398.63,True,True,True,True,11.66278237806729,7.021520064114033,High,High,High
United States,USA,2019,1643161000000.0,55711323.0,480.9125,True,True,True,True,12.215680118508683,7.745943471953918,High,High,High
Uruguay,URY,2019,7680000000.0,749562.0,84.095,True,True,True,True,9.885361220031513,5.874807561326053,Medium,Medium,Medium
Uzbekistan,UZB,2019,14930000000.0,,,True,False,False,False,10.174059807725026,,Medium,,
Vanuatu,VUT,2019,56000000.0,77435.86,22.4775,True,True,True,True,7.748188027006201,4.888942125973665,Low,Low,Low
Viet Nam,VNM,2019,264268000000.0,15297028.0,314.1375,True,True,True,True,11.422044577945176,7.184607061629567,High,High,High
Virgin Islands (U.S.),VIR,2019,,,,False,False,False,False,,,,,
West Bank and Gaza,PSE,2019,,,,False,False,False,False,,,,,
"Yemen, Rep.",YEM,2019,652000000.0,464923.0,17.575,True,True,True,True,8.81424759573192,5.6673810315046715,Low,Medium,Low
Zambia,ZMB,2019,7039000000.0,,,True,False,False,False,9.847510965203249,,Medium,,
Zimbabwe,ZWE,2019,4269000000.0,,,True,False,False,False,9.630326154803948,,Medium,,
